,pl_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,pl_orbsmax,pl_insol,pl_orbeccen,st_teff,st_rad,pl_dens
4695,Kepler-85 b,1.778,1.84,8.3,809.0,0.07885,107.028,0.02,5505.2,0.875,1.819493
4696,Kepler-85 c,1.978,2.15,12.51,706.0,0.10363,61.929,0.027,5505.2,0.875,1.527272
4697,Kepler-85 d,1.2,8.69679,17.91323,626.0,0.13,38.39,0.0,5436.0,0.893,4.4
4698,Kepler-85 e,1.27,0.6,25.216751,559.0,0.163,24.318,0.0,5436.0,0.893,1.6
4699,Kepler-850 b,1.78,3.82,7.19303878,995.0,0.0744,329.283,0.0,5932.0,1.09,3.72
4700,Kepler-851 b,1.68,3.46,8.50699658,900.0,0.0802,103.828,0.0,5455.0,0.85,4.01
4701,Kepler-852 b,2.54,6.99,44.9309804,565.0,0.27967,92.131,0.0,6100.0,1.16,2.34
4702,Kepler-853 b,1.69,3.5,7.16892463,1187.0,0.079,499.301,0.0,6350.0,1.55,3.98
4703,Kepler-855 b,8.35,52.7,7.886631104,996.0,0.0762,405.183,0.0,5835.0,1.03,0.497
4704,Kepler-856 b,9.3,63.3,8.027680595,824.0,0.0787,153.497,0.0,5535.0,0.93,0.432
4705,Kepler-857 b,6.8,37.2,85.35129427,390.0,0.3751,5.747,0.0,5773.0,0.99,0.65
4706,Kepler-858 b,4.87,21.1,76.13602028,399.0,0.33939,6.338,0.0,5653.0,0.91,1.0
4707,Kepler-859 b,3.09,9.75,20.38177573,528.0,0.13157,14.897,0.0,5020.0,0.77,1.82
4708,Kepler-860 b,3.24,10.6,5.101379454,1050.0,0.058,233.621,0.0,5836.0,1.06,1.71
4709,Kepler-861 b,2.28,5.82,3.949631375,966.0,0.0463,197.29,0.0,5047.0,0.78,2.7
4710,Kepler-862 b,2.21,5.52,3.148664534,1097.0,0.039,547.293,0.0,5333.0,0.84,2.81
4711,Kepler-863 b,2.9,8.75,15.59461874,718.0,0.122,117.828,0.0,5678.0,0.95,1.97
4712,Kepler-864 b,2.4,6.35,5.83376092,1143.0,0.0687,464.765,0.0,5754.0,1.0,2.52
4713,Kepler-864 c,1.62,3.26,2.42150341,1532.0,0.0382,1305.04,0.0,6213.0,1.195,4.21
4714,Kepler-865 b,2.49,6.76,14.16399294,694.0,0.1057,46.362,0.0,5570.0,0.92,2.41
4715,Kepler-865 c,0.89,0.64,6.20920207,914.0,0.061,164.98,0.0,5440.0,0.885,4.99
4716,Kepler-866 b,1.63,3.29,2.617032536,996.0,0.0331,196.127,0.0,4751.0,0.71,4.17
4717,Kepler-867 b,4.64,19.4,150.242127,327.0,0.5375,2.72,0.0,5541.0,0.91,1.07
4718,Kepler-868 b,2.05,4.86,5.03251791,1047.0,0.0575,417.034,0.0,5614.0,0.89,3.1
4719,Kepler-869 b,3.61,12.7,40.4287755,494.0,0.2244,17.234,0.0,5664.0,0.95,1.48
4720,Kepler-87 b,13.49,324.2,114.73635,478.0,0.481,9.203,0.036,5600.0,1.82,0.729
4721,Kepler-87 c,6.14,6.4,191.2318,403.0,0.676,4.656,0.039,5600.0,1.82,0.152
4722,Kepler-870 b,2.78,8.15,21.3587621,691.0,0.1539,54.869,0.0,5857.0,1.02,2.08
4723,Kepler-871 b,3.74,13.5,22.0459018,640.0,0.1572,79.722,0.0,5993.0,1.14,1.42
4724,Kepler-872 b,1.99,4.62,2.578855068,1230.0,0.0362,553.056,0.0,5902.0,1.08,3.22
4725,Kepler-873 b,3.75,13.5,20.5533844,749.0,0.1542,68.015,0.0,6163.0,1.27,1.41
4726,Kepler-874 b,3.94,14.7,40.0686727,560.0,0.2234,31.624,0.0,6020.0,1.13,1.32
4727,Kepler-875 b,2.9,8.75,27.5073799,569.0,0.1771,41.431,0.0,5958.0,1.11,1.97
4728,Kepler-876 b,1.43,2.63,5.14438011,923.0,0.0549,152.746,0.0,5060.0,0.77,4.94
4729,Kepler-877 b,2.12,5.14,18.45847097,632.0,0.1301,37.81,0.0,5261.0,0.81,2.96
4730,Kepler-878 b,1.93,4.38,25.9422033,501.0,0.165,27.009,0.0,5044.0,0.77,3.35
4731,Kepler-879 b,2.57,7.13,33.3855938,580.0,0.2012,29.128,0.0,5792.0,1.02,2.31
4732,Kepler-879 c,0.4,0.0364,0.646716,,,,,5456.75,1.022,3.13
4733,Kepler-88 d,13.1,965.14699656,1403.0,,2.466329866,,0.41,5466.0,0.897,2.36
4734,Kepler-880 b,2.66,7.56,7.71468975,1622.0,0.0915,586.169,0.0,6761.0,1.74,2.21
4735,Kepler-880 c,2.87,8.6,11.8061737,1407.0,0.1216,926.72,0.0,6900.0,2.599,2.0
4736,Kepler-881 b,1.78,3.82,4.44448017,1217.0,0.0552,538.569,0.0,5961.0,1.09,3.72
4737,Kepler-882 b,1.23,2.04,3.989539666,903.0,0.04741,259.029,0.0,5476.0,0.87,6.02
4738,Kepler-883 b,1.78,3.82,12.98495573,818.0,0.10288,163.052,0.0,6116.0,1.09,3.72
4739,Kepler-884 b,1.23,2.04,5.69919514,964.0,0.06116,139.5,0.0,5715.0,0.94,6.02
4740,Kepler-885 b,2.5,6.8,18.11472949,830.0,0.14403,124.646,0.0,6187.0,1.35,2.39
4741,Kepler-886 b,1.52,2.92,6.24146367,1111.0,0.06428,231.432,0.0,6098.0,1.16,4.57
4742,Kepler-887 b,1.84,4.04,20.42228798,785.0,0.15431,109.842,0.0,6194.0,1.29,3.56
4743,Kepler-887 c,1.13,1.51,7.63846023,1089.0,0.0801,407.977,0.0,6194.0,1.29,5.75
4744,Kepler-888 b,1.76,3.75,70.6979061,417.0,0.31481,7.854,0.0,5875.0,0.9,3.78
4745,Kepler-889 b,1.09,1.32,3.744439,1328.0,0.04975,954.588,0.0,5961.0,1.25,5.6
4746,Kepler-890 b,8.89,58.6,52.75875577,540.0,0.2944,30.227,0.0,5954.0,1.13,0.458
4747,Kepler-891 b,6.41,33.6,53.44945593,486.0,0.2881,44.326,0.0,5887.0,1.07,0.701
4748,Kepler-892 b,2.81,8.3,13.7521072,556.0,0.1015,18.196,0.0,4747.0,0.72,2.06
4749,Kepler-893 b,3.03,9.43,6.33855761,1034.0,0.0699,266.271,0.0,5820.0,0.99,1.86
4750,Kepler-894 b,2.78,8.15,9.803224,896.0,0.0916,119.881,0.0,5603.0,0.85,2.08
4751,Kepler-895 b,1.54,2.99,2.806242328,771.0,0.0328,106.585,0.0,4315.0,0.61,4.5
4752,Kepler-896 b,2.53,6.94,144.547396,303.0,0.56378,1.99,0.0,5262.0,0.81,2.35
4753,Kepler-896 c,3.15,10.1,29.5422566,515.0,0.1792,16.56,0.0,5510.0,0.803,1.78
4754,Kepler-897 b,2.39,6.3,8.0472642,855.0,0.077,354.221,0.0,5839.0,1.04,2.54
4755,Kepler-898 b,1.49,2.83,5.8706191,616.0,0.0545,37.11,0.0,4223.0,0.62,4.7
4756,Kepler-899 b,2.68,7.65,19.17891293,640.0,0.1392,62.198,0.0,5595.0,0.91,2.18
4757,Kepler-9 b,8.29,43.4,19.23891,661.0,0.143,48.229,0.0609,5774.0,0.958,0.42
4758,Kepler-9 c,8.08,29.9,38.9853,523.0,0.227,18.903,0.06691,5774.0,0.958,0.31
4759,Kepler-9 d,1.64,8.41466053,1.592851,2026.0,0.0273,1339.658,0.0,5777.0,1.02,13.547166
4760,Kepler-90 i,1.32,2.3,14.44912,709.0,0.1201380843,,0.0,6015.0,1.29,5.5
4761,Kepler-900 b,2.08,4.98,6.9913086,716.0,0.0679,54.109,0.0,4836.0,0.73,3.04
4762,Kepler-901 b,1.37,2.45,3.517494394,704.0,0.0378,68.723,0.0,4184.0,0.57,5.24
4763,Kepler-902 b,2.54,6.99,40.1099547,556.0,0.223,24.875,0.0,5647.0,0.93,2.34
4764,Kepler-903 b,2.01,4.7,10.3507721,842.0,0.09081,274.845,0.0,5682.0,0.97,3.18
4765,Kepler-903 c,2.53,6.94,62.9228557,462.0,0.30249,24.791,0.0,5682.0,0.97,2.35
4766,Kepler-904 b,1.77,3.78,3.021668632,1332.0,0.0417,875.419,0.0,6160.0,1.25,3.75
4767,Kepler-905 b,1.41,2.57,5.082746517,928.0,0.05689,185.771,0.0,5461.0,0.86,5.04
4768,Kepler-906 b,2.11,5.1,41.6979976,537.0,0.22363,21.987,0.0,6035.0,1.02,2.98
4769,Kepler-907 b,1.2,1.87,15.86621821,879.0,0.1225,137.66,0.0,6106.0,1.38,5.95
4770,Kepler-908 b,1.22,1.98,1.340597468,1783.0,0.02526,3304.101,0.0,5973.0,1.12,5.99
4771,Kepler-909 b,1.47,2.76,13.93290318,852.0,0.11873,127.24,0.0,6154.0,1.23,4.77
4772,Kepler-91 b,15.322703,257.4423,6.24658,2040.0,0.0731,3273.324,0.0519,4550.0,6.3,0.4
4773,Kepler-910 b,0.82,0.477,2.364369015,1752.0,0.03752,2108.073,0.0,6230.0,1.5,4.75
4774,Kepler-911 b,2.6,7.27,20.310501,931.0,0.15594,198.725,0.0,6112.0,1.99,2.27
4775,Kepler-912 b,2.8,8.25,2.534756273,1218.0,0.0339,519.95,0.0,5998.0,1.11,2.07
4776,Kepler-913 b,2.06,4.9,10.29672521,1129.0,0.1009,58.9,0.0,4687.0,0.61,3.08
4777,Kepler-913 c,3.8580709,14.2,5.939119816,1357.0,0.0699,122.82,0.0,6068.0,1.797,1.36
4778,Kepler-914 b,1.38,2.48,4.40966548,1192.0,0.05454,568.378,0.0,5877.0,1.15,5.19
4779,Kepler-915 b,1.5,2.86,4.59489604,1319.0,0.05655,844.751,0.0,6173.0,1.38,4.66
4780,Kepler-916 b,1.76,3.75,32.2968798,503.0,0.1885,14.683,0.0,5248.0,0.81,3.78
4781,Kepler-917 b,1.91,4.31,2.970414375,991.0,0.0378,228.11,0.0,5418.0,0.76,3.4
4782,Kepler-918 b,1.74,3.68,4.85386933,1052.0,0.0569,258.702,0.0,6028.0,1.14,3.84
4783,Kepler-919 b,2.25,5.69,11.04603384,869.0,0.0981,153.915,0.0,6113.0,1.21,2.74
4784,Kepler-92 b,3.51,64.3,13.749,975.0,0.12232,257.776,0.17,5883.0,1.7,2.098071
4785,Kepler-92 c,2.6,6.1,26.723,781.0,0.19054,106.207,0.04,5883.0,1.7,4.747125
4786,Kepler-92 d,2.067,11.8666806,49.3568,637.0,0.28682,46.844,0.07,5904.34,1.81719,7.457871
4787,Kepler-920 b,2.42,6.44,6.53192704,907.0,0.065,153.138,0.0,5403.0,0.85,2.5
4788,Kepler-920 c,3.8,13.8,100.8274113,364.0,0.4029,3.986,0.0,5403.0,0.85,1.38
4789,Kepler-921 b,2.87,8.6,51.300634,492.0,0.2716,15.007,0.0,5663.0,0.91,2.0
4790,Kepler-922 b,1.42,2.6,0.938466832,1876.0,0.01795,2142.634,0.0,5671.0,0.93,4.99
4791,Kepler-923 b,1.38,2.48,6.93366476,1104.0,0.07592,390.636,0.0,5988.0,1.26,5.19
4792,Kepler-924 b,3.07,9.64,61.0370117,610.0,0.31318,19.997,0.0,6167.0,1.23,1.83
4793,Kepler-925 b,2.34,6.08,33.8678531,394.0,0.1805,5.833,0.0,4673.0,0.72,2.61
4794,Kepler-926 b,2.31,5.95,52.0688601,524.0,0.2739,17.883,0.0,5806.0,1.01,2.65
4795,Kepler-927 b,1.72,3.61,9.1149903,906.0,0.0866,129.534,0.0,5743.0,0.99,3.9
4796,Kepler-928 b,1.59,3.15,3.932461302,894.0,0.0444,111.11,0.0,4700.0,0.7,4.31
4797,Kepler-929 b,1.11,1.41,0.921032135,2362.0,0.01982,8159.933,0.0,5869.0,1.02,5.67
4798,Kepler-93 b,1.478,4.66,4.72673978,1133.0,0.05343,275.0,0.0,5669.0,0.919,7.93
4799,Kepler-93 c,,954.0,1460.0,,,,,5669.0,0.92,
4800,Kepler-930 b,2.13,5.18,71.4517775,561.0,0.34593,16.851,0.0,6335.0,1.4,2.95
4801,Kepler-931 b,1.33,2.33,8.03755877,744.0,0.0719,72.44,0.0,5241.0,0.81,5.44
4802,Kepler-932 b,1.37,2.45,1.921437396,1276.0,0.02876,562.217,0.0,5331.0,0.84,5.24
4803,Kepler-933 b,2.46,6.62,14.20443009,602.0,0.1041,61.323,0.0,5346.0,0.84,2.44
4804,Kepler-934 b,2.09,5.02,55.6738309,384.0,0.2658,4.716,0.0,5001.0,0.77,3.02
4805,Kepler-935 b,1.35,2.39,4.88083852,879.0,0.0527,94.607,0.0,4830.0,0.73,5.34
4806,Kepler-936 b,1.45,2.7,10.56134221,867.0,0.0954,133.56,0.0,5482.0,0.89,4.87
4807,Kepler-937 b,3.72,13.4,67.668827,495.0,0.3214,20.627,0.0,6095.0,1.22,1.43
4808,Kepler-937 c,2.67,7.61,153.343364,377.0,0.5545,6.93,0.0,6095.0,1.22,2.2
4809,Kepler-938 b,2.22,5.56,52.6298417,544.0,0.2689,8.57,0.0,5533.0,0.89,2.79
4810,Kepler-939 b,1.75,3.71,14.878296,692.0,0.1153,54.19,0.0,5471.0,0.85,3.8
4811,Kepler-94 b,3.51,10.84,2.50806,997.0,0.03377,216.094,0.0,4781.0,0.76,1.45
4812,Kepler-94 c,12.5,3126.0,820.3,,1.596806621,,0.345931,4781.0,0.76,8.79
4813,Kepler-940 b,3.34,11.1,59.6225257,486.0,0.3059,10.519,0.0,5769.0,0.96,1.64
4814,Kepler-941 b,3.08,9.69,17.42395198,722.0,0.1311,47.032,0.0,5539.0,0.86,1.82
4815,Kepler-942 b,2.13,5.18,44.96417488,379.0,0.22737,4.957,0.0,4861.0,0.75,2.95
4816,Kepler-943 b,5.93,29.5,49.7701438,455.0,0.2559,10.16,0.0,5612.0,0.91,0.777
4817,Kepler-944 b,2.63,7.41,43.3167737,459.0,0.2288,20.174,0.0,5409.0,0.83,2.24
4818,Kepler-945 b,2.63,7.41,31.0033814,616.0,0.2037,31.702,0.0,5718.0,0.97,2.24
4819,Kepler-946 b,1.93,4.38,11.79162572,857.0,0.1002,124.072,0.0,5665.0,0.93,3.35
4820,Kepler-947 b,2.28,5.82,26.9644317,573.0,0.1773,51.95,0.0,5508.0,0.87,2.7
4821,Kepler-948 b,1.85,4.08,7.76846622,841.0,0.0749,126.203,0.0,5679.0,0.94,3.54
4822,Kepler-949 b,2.91,8.8,8.689307296,782.0,0.07739,58.442,0.0,5403.0,0.86,1.96
4823,Kepler-949 c,2.97,9.11,20.99757968,582.0,0.1394,27.2,0.0,5211.0,0.895,1.91
4824,Kepler-95 b,3.42,13.0,11.5231,927.0,0.10232,178.832,0.0,5699.0,1.41,1.71
4825,Kepler-950 b,8.98,59.6,98.7180406,360.0,0.3982,3.97,0.0,5857.0,1.02,0.452
4826,Kepler-951 b,5.59,26.7,71.52530845,340.0,0.3091,2.472,0.0,4834.0,0.73,0.84
4827,Kepler-952 b,7.65,45.4,130.3546919,369.0,0.5183,5.046,0.0,5730.0,0.99,0.557
4828,Kepler-953 b,4.21,16.5,88.40655258,410.0,0.392,5.84,0.0,5416.0,0.99,1.22
4829,Kepler-953 c,1.19,1.81,9.10967112,873.0,0.0862,121.04,0.0,5416.0,0.99,5.9
4830,Kepler-954 b,2.32,5.99,16.78176602,545.0,0.1202,21.531,0.0,4990.0,0.76,2.64
4831,Kepler-955 b,3.13,9.96,14.53244172,664.0,0.1083,33.091,0.0,5350.0,0.84,1.78
4832,Kepler-956 b,3.0,9.27,5.248672631,1056.0,0.06017,307.058,0.0,6040.0,1.15,1.89
4833,Kepler-957 b,5.5,25.9,5.907413537,769.0,0.0559,124.911,0.0,4963.0,0.75,0.855
4834,Kepler-958 b,2.06,4.9,9.7678805,749.0,0.08631,73.59,0.0,5421.0,0.86,3.08
4835,Kepler-959 b,4.38,17.6,14.80074836,1912.0,0.1633,165.868,0.0,7005.0,2.01,1.15
4836,Kepler-96 b,2.67,8.46,16.2385,711.0,0.1261,57.524,0.0,5690.0,1.02,2.26
4837,Kepler-960 b,2.29,5.86,3.12686223,1391.0,0.03807,129.223,0.0,4755.0,0.72,2.68
4838,Kepler-961 b,2.55,7.04,16.87727414,642.0,0.12585,40.4,0.0,5582.0,0.9,2.33
4839,Kepler-962 b,1.97,4.54,12.05707239,689.0,0.09874,53.823,0.0,5478.0,0.86,3.26
4840,Kepler-963 b,2.66,7.56,9.97683705,802.0,0.0849,83.494,0.0,5461.0,0.87,2.21
4841,Kepler-963 c,0.6,0.156,0.919783,,,,,5169.47,0.928,3.97
4842,Kepler-964 b,2.12,5.14,13.5225106,652.0,0.1073,43.916,0.0,5427.0,0.84,2.96
4843,Kepler-965 b,3.38,11.4,134.2527298,393.0,0.50998,4.98,0.0,5886.0,1.15,1.62
4844,Kepler-966 b,4.13,16.0,99.747622,391.0,0.3907,10.972,0.0,5840.0,1.02,1.25
4845,Kepler-967 b,2.35,6.12,13.22713379,638.0,0.1027,39.1,0.0,5178.0,0.8,2.59
4846,Kepler-967 c,3.65,12.9,198.7112502,258.0,0.6253,1.05,0.0,5178.0,0.8,1.46
4847,Kepler-968 b,2.0,4.66,3.692983728,745.0,0.0389,103.909,0.0,4598.0,0.7,3.2
4848,Kepler-968 c,1.69,3.5,5.709404918,644.0,0.052,58.15,0.0,4598.0,0.7,3.98
4849,Kepler-969 b,2.07,4.94,34.1731714,465.0,0.19726,10.166,0.0,5214.0,0.82,3.06
4850,Kepler-969 c,0.99,0.937,1.682934604,1270.0,0.0265,564.581,0.0,5214.0,0.82,5.31
4851,Kepler-97 b,1.48,3.51,2.58664,1328.0,0.03563,767.964,0.0,5779.0,0.98,5.44
4852,Kepler-97 c,,344.0,789.0,,,,,5779.0,0.98,
4853,Kepler-970 b,2.609,7.31,16.736525,464.0,0.139,11.111,0.34,4290.0,0.71,2.26
4854,Kepler-971 b,2.13,5.18,9.59070716,1087.0,0.08679,82.766,0.0,5431.0,0.85,2.95
4855,Kepler-972 b,4.65,19.5,7.03932553,1060.0,0.0734,266.514,0.0,6146.0,1.22,1.07
4856,Kepler-973 b,1.96,4.5,49.6077331,402.0,0.2489,7.892,0.0,5213.0,0.78,3.28
4857,Kepler-974 b,1.57,3.09,4.194496514,577.0,0.0419,28.511,0.0,3687.0,0.5,4.39
4858,Kepler-975 b,1.48,2.79,1.970342457,1599.0,0.02898,328.698,0.0,4897.0,0.75,4.73
4859,Kepler-975 c,10.69,80.2,5.05821338,1168.0,0.0567,439.8,0.0,4883.0,1.667,0.361
4860,Kepler-976 b,3.96,14.9,105.9564148,324.0,0.4217,2.661,0.0,5232.0,0.83,1.32
4861,Kepler-977 b,2.62,7.37,26.85328322,544.0,0.162,13.955,0.0,5315.0,0.83,2.25
4862,Kepler-978 b,2.99,9.22,49.6221509,546.0,0.2726,20.99,0.0,6002.0,1.09,1.9
4863,Kepler-979 b,2.72,7.85,8.0880135,792.0,0.0753,77.841,0.0,5310.0,0.83,2.14
4864,Kepler-98 b,1.99,3.55,1.54168,1592.0,0.02614,1107.389,0.0,5539.0,1.11,2.18
4865,Kepler-980 b,2.67,7.61,11.55102504,845.0,0.09993,170.137,0.0,5935.0,1.06,2.2
4866,Kepler-981 b,2.31,5.95,4.469757736,1103.0,0.0535,337.471,0.0,5718.0,0.96,2.65
4867,Kepler-982 b,2.25,5.69,15.7738221,955.0,0.1277,185.203,0.0,6139.0,1.29,2.74
4868,Kepler-983 b,2.36,6.17,60.0855082,485.0,0.3148,30.997,0.0,6052.0,1.08,2.58
4869,Kepler-984 b,2.12,5.14,43.0342272,484.0,0.23688,13.991,0.0,5610.0,0.93,2.96
4870,Kepler-985 b,2.98,9.17,116.331901,323.0,0.44664,2.4,0.0,5434.0,0.85,1.9
4871,Kepler-986 b,2.36,6.17,56.4349938,465.0,0.29131,10.857,0.0,5642.0,0.98,2.58
4872,Kepler-987 b,3.26,10.7,105.3033148,351.0,0.4238,3.853,0.0,5637.0,0.91,1.7
4873,Kepler-988 b,2.07,4.94,17.76080053,368.0,0.1085,6.56,0.0,4005.0,0.53,3.06
4874,Kepler-989 b,2.21,5.52,7.964315352,805.0,0.0734,74.35,0.0,5074.0,0.78,2.81
4875,Kepler-99 b,1.48,6.15,4.60358,810.0,0.05071,108.042,0.0,4782.0,0.73,10.9
4876,Kepler-990 b,2.6,7.27,9.91723428,903.0,0.08595,108.3,0.0,5948.0,1.08,2.27
4877,Kepler-990 c,1.53,2.96,0.538354308,2386.0,0.01232,5272.4,0.0,5948.0,1.08,4.54
4878,Kepler-991 b,2.54,6.99,82.5342519,260.0,0.3104,1.371,0.0,4392.0,0.61,2.34
4879,Kepler-992 b,1.62,3.26,20.16034462,510.0,0.13372,15.291,0.0,4944.0,0.74,4.21
4880,Kepler-993 b,2.97,9.11,22.08557563,352.0,0.13,3.954,0.0,3843.0,0.54,1.91
4881,Kepler-994 b,1.6,3.19,1.151166506,957.0,0.0177,243.984,0.0,3934.0,0.54,4.28
4882,Kepler-995 b,2.7,7.75,28.26731672,517.0,0.1701,11.92,0.0,5206.0,0.8,2.16
4883,Kepler-996 b,1.98,4.58,3.770590584,1272.0,0.0474,723.081,0.0,6014.0,1.14,3.24
4884,Kepler-997 b,1.36,2.42,2.707306716,1709.0,0.04022,1900.131,0.0,6150.0,1.56,5.29
4885,Kepler-998 b,2.32,5.99,5.65377733,1020.0,0.0626,409.917,0.0,6058.0,1.18,2.64
4886,Kepler-999 b,2.34,6.08,5.991857017,1355.0,0.06918,740.173,0.0,6237.0,1.65,2.61
4887,L 168-9 b,1.63,4.07,1.40152604,998.0,0.0208,149.3748,0.0,3842.0,0.604,5.18
4888,L 363-38 b,2.0,4.67,8.781,330.0,0.048,,,3129.0,0.274,3.21
4889,L 98-59 b,0.837,0.46,2.253114,620.0,0.0223,24.5,0.031,3415.0,0.3155,4.3
4890,L 98-59 c,1.329,2.0,3.6906764,526.0,0.0309,12.7,0.002,3415.0,0.3155,4.7
4891,L 98-59 d,1.627,1.64,7.450729,416.0,0.0494,4.97,0.006,3415.0,0.3155,2.2
4892,L 98-59 e,1.49,2.82,12.8278,347.0,0.0712,2.4,0.012,3415.0,0.3155,5.2
4893,L 98-59 f,1.48,2.8,23.064,285.0,0.1052,1.1,0.044,3415.0,0.3155,5.0
4894,LHS 1140 b,1.73,5.6,24.73723,226.0,0.0946,0.43,0.043,3096.0,0.2159,5.9
4895,LHS 1140 c,1.272,1.91,3.77794,422.0,0.027,5.3,0.05,3096.0,0.2159,5.1
4896,LHS 1478 b,1.242,2.33,1.9495378,595.0,0.01848,23.3722,,3381.0,0.246,6.67
4897,LHS 1678 b,0.685,0.35,0.8602325,830.44,0.01239,94.3,0.033,3490.0,0.329,6.0
4898,LHS 1678 c,0.941,1.4,3.694284,510.9,0.0327,13.5,0.039,3490.0,0.329,10.6
4899,LHS 1678 d,0.981,0.907,4.9652229,462.95,0.04,9.1,0.036,3490.0,0.329,5.28
4900,LHS 1815 b,1.088,1.58,3.814334,617.0,0.0404,26.3712,0.0,3643.0,0.501,6.7
4901,LHS 1903 b,1.382,3.28,2.1555098,796.0,0.02656,66.66,0.015,3664.0,0.539,6.82
4902,LHS 1903 c,2.046,4.55,6.226185,559.0,0.05387,16.2,0.089,3664.0,0.539,2.91
4903,LHS 1903 d,2.5,5.96,12.566287,442.0,0.08604,6.35,0.112,3664.0,0.539,2.09
4904,LHS 1903 e,1.732,5.79,29.31773,333.0,0.15135,2.05,0.014,3664.0,0.539,6.1
4905,LHS 3154 b,3.69,13.15,3.71778,,0.02262,,0.076,2861.0,0.1405,1.44
4906,LHS 3844 b,1.286,2.37,0.462929709,816.0,0.00624,73.67,0.0,3080.0,0.189,6.15
4907,LHS 475 b,0.991,0.941,2.029088,586.0,0.02037,20.8,0.0,3300.0,0.2789,5.31
4908,LP 261-75 b,12.1,6674.396547,,1500.0,450.0,,,3138.0,0.308,20.7
4909,LP 714-47 b,4.7,30.8,4.052037,700.0,0.0417,38.5441,0.04,3950.0,0.584,1.7
4910,LP 791-18 b,1.212,1.94,0.9479981,564.3,0.00978,24.14,0.0,2960.0,0.182,5.99
4911,LP 791-18 c,2.488,7.16,4.98991,324.4,0.02961,2.637,0.0001,2960.0,0.182,2.56
4912,LP 791-18 d,1.032,0.91,2.75485,395.5,0.01992,5.83,0.0011,2960.0,0.182,4.56
4913,LP 890-9 b,1.32,13.2,2.7299025,396.0,0.01875,4.09,,2850.0,0.1556,
4914,LP 890-9 c,1.367,25.3,8.457463,272.0,0.03984,0.906,,2850.0,0.1556,
4915,LSPM J2116+0234 b,3.71,13.3,14.4399,,0.0876,,0.183,3475.0,0.431,1.43
4916,LTT 1445 A b,1.34,2.73,5.3587635,431.0,0.0381,5.7,0.18,3562.0,0.271,6.2
4917,LTT 1445 A c,1.147,1.54,3.1239035,508.0,0.02661,10.9,0.223,3340.0,0.265,5.57
4918,LTT 3780 b,1.325,2.46,0.76837931,903.0,0.01195,111.0,0.0,3358.0,0.38,5.8
4919,LTT 3780 c,2.39,8.04,12.252284,359.0,0.0757,2.76,0.024,3358.0,0.38,3.24
4920,LTT 9779 b,4.72,29.32,0.792052,1978.0,0.01679,1781.1556,0.0,5443.0,0.949,1.536
4921,LkCa 15 b,,,,,14.7,,,4194.0,1.60711,
4922,LkCa 15 c,,,,,18.6,,,4194.0,1.60711,
4923,Luhman 16 b,11.9,9344.1551658,9697.0,,3.52,,0.344,,,30.5
4924,Lupus-TR-3 b,9.976,257.431,3.91405,,0.0464,,0.0,5000.0,0.82,1.4
4925,M62H b,,785.03616529,0.132935028,,,,,,,
4926,MASCARA-1 b,17.90074218,1175.971,2.14877381,2594.3,0.040352,38711.5,0.00034,7490.0,2.082,1.5
4927,MASCARA-4 b,16.98160576,532.36258173,2.8240932,2250.0,0.0474,4913.69,0.0,7800.0,1.79,0.481
4928,MOA-2007-BLG-192L b,3.58,12.49,,,2.02,,,,,1.5
4929,MOA-2007-BLG-400L b,13.5,540.3082919,,34.0,5.9,,,,,1.21
4930,MOA-2008-BLG-310L b,5.18,23.4,,,1.1,,,,,0.925
4931,MOA-2008-BLG-379L b,13.0,1300.0,,,2.7,,,,,3.25
4932,MOA-2009-BLG-266L b,3.21,10.4,2800.0,,3.2,,,,,1.73
4933,MOA-2009-BLG-319L b,9.64,67.3,,,2.03,,,,,0.413
4934,MOA-2009-BLG-387L b,13.2,830.0,1980.0,,1.8,,,,,1.98
4935,MOA-2010-BLG-073L b,12.4,3500.0,,,1.21,,,,,10.1
4936,MOA-2010-BLG-117L b,14.2,170.0,,,2.42,,,,,0.326
4937,MOA-2010-BLG-328L b,2.99,9.2,,,0.92,,,,,1.89
4938,MOA-2010-BLG-353L b,11.1,86.0,,,1.72,,,,,0.346
4939,MOA-2010-BLG-477L b,13.6,480.0,,,2.0,,,5950.0,,1.05
4940,MOA-2011-BLG-028L b,5.99,30.0,,,4.14,,,,,0.767
4941,MOA-2011-BLG-262L b,4.29,17.0,,,0.95,,,,,1.18
4942,MOA-2011-BLG-291L b,4.43,18.0,,,0.69,,,,,1.14
4943,MOA-2011-BLG-293L b,12.9,1500.0,3000.0,,1.1,,,,,3.84
4944,MOA-2011-BLG-322L b,12.4,3690.0,,,4.3,,,,,10.6
4945,MOA-2012-BLG-006L b,12.6,2700.0,,,10.2,,,,,7.42
4946,MOA-2012-BLG-505L b,2.48,6.7,,,0.9,,,,,2.41
4947,MOA-2013-BLG-220L b,13.2,871.0,,,3.03,,,,,2.08
4948,MOA-2013-BLG-605L b,1.62,3.24,,,0.93,,,,,4.19
4949,MOA-2015-BLG-337L b,6.42,33.7,,,0.24,,,,,0.7
4950,MOA-2016-BLG-227L b,13.2,890.0,,,1.39,,,,,2.13
4951,MOA-2016-BLG-319L b,14.1,200.0,,,0.95,,,,,0.392
4952,MOA-2016-BLG-526L b,3.97,14.93793513,,,2.07,,,,,1.31
